Img,Name,Location,Rating
"https://images.static-collegedunia.com/public/college_data/images/appImage/45855_cover.jpg?tr=w-305,h-145,c-force","VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY - [VNRVJIET], HYDERABAD","HYDERABAD, TELANGANA",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25539_NIFTEM_NEW.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF FOOD TECHNOLOGY ENTREPRENEURSHIP AND MANAGEMENT - [NIFTEM], SONEPAT","SONEPAT, HARYANA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/160579006311187612940x200.jpg?tr=w-305,h-145,c-force","SRI JAYACHAMARAJENDRA COLLEGE OF ENGINEERING - [SJCE], MYSORE","MYSORE, KARNATAKA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25561_JUIT_NEW.jpg?tr=w-305,h-145,c-force","JAYPEE UNIVERSITY OF INFORMATION TECHNOLOGY - [JUIT], SOLAN","SOLAN, HIMACHAL PRADESH",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1503566414147288295925721RSTMApp.jpg?tr=w-305,h-145,c-force","RASHTRASANT TUKADOJI MAHARAJ NAGPUR UNIVERSITY - [RTMNU], NAGPUR","NAGPUR, MAHARASHTRA",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/55339_mmklo-001.jpg?tr=w-305,h-145,c-force","COCHIN UNIVERSITY OF SCIENCE AND TECHNOLOGY, SCHOOL OF ENGINEERING -[SOE] THRIKKAKARA, ERNAKULAM","ERNAKULAM, KERALA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1594097925universitypic.jpg?tr=w-305,h-145,c-force","UNIVERSITY INSTITUTE OF ENGINEERING, CHANDIGARH UNIVERSITY - [UIE], CHANDIGARH","CHANDIGARH, CHANDIGARH",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/158865702055139k.jpg?tr=w-305,h-145,c-force","SCHOOL OF ENGINEERING AND TECHNOLOGY, NCU - [SOET], GURGAON","GURGAON, HARYANA",9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25787_LPU_APP.jpg?tr=w-305,h-145,c-force","LOVELY PROFESSIONAL UNIVERSITY - [LPU], JALANDHAR","JALANDHAR, PUNJAB",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/_app%20miamge.jpg?tr=w-305,h-145,c-force","ST. JOSEPH COLLEGE OF ENGINEERING, KANCHIPURAM","KANCHIPURAM, TAMIL NADU",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1589815633image1.jpg?tr=w-305,h-145,c-force","SAVEETHA ENGINEERING COLLEGE - [SEC], CHENNAI","CHENNAI, TAMIL NADU",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15258_SAIRAM_NEW.jpg?tr=w-305,h-145,c-force","SRI SAIRAM ENGINEERING COLLEGE, CHENNAI","CHENNAI, TAMIL NADU",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25771_VSSUT-Burla-Odisha.jpg?tr=w-305,h-145,c-force","VEER SURENDRA SAI UNIVERSITY OF TECHNOLOGY - [VSSUT], BURLA","BURLA, ORISSA",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28562_DSEC_APP.jpg?tr=w-305,h-145,c-force","DAYANANDA SAGAR COLLEGE OF ENGINEERING - [DSCE], BANGALORE","BANGALORE, KARNATAKA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/56066_vghbjnmk.jpg?tr=w-305,h-145,c-force","NMAM INSTITUTE OF TECHNOLOGY - [NMAMIT], UDUPI","UDUPI, KARNATAKA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25584_NITJAMSEDPUR_APP.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], JAMSHEDPUR","JAMSHEDPUR, JHARKHAND",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1485768802cvrnew2.png?tr=w-305,h-145,c-force","CVR COLLEGE OF ENGINEERING, IBRAHIMPATNAM, RANGAREDDI","RANGAREDDI, TELANGANA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15508_YCCE_New.jpg?tr=w-305,h-145,c-force","YESHWANTRAO CHAVAN COLLEGE OF ENGINEERING - [YCCE], NAGPUR","NAGPUR, MAHARASHTRA",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25417_NITPATNA.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NITP], PATNA","PATNA, BIHAR",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25793_SLIET_New.jpg?tr=w-305,h-145,c-force","SANT LONGOWAL INSTITUTE OF ENGINEERING AND TECHNOLOGY - [SLIET], SANGRUR","SANGRUR, PUNJAB",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25870_Untitled%20cvr.png?tr=w-305,h-145,c-force","B.S. ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE & TECHNOLOGY - [BSAU], CHENNAI","CHENNAI, TAMIL NADU",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/24100_ITNU_NEW.jpg?tr=w-305,h-145,c-force","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY, AHMEDABAD","AHMEDABAD, GUJARAT",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15243_SREC_New.jpg?tr=w-305,h-145,c-force","SRI RAMAKRISHNA ENGINEERING COLLEGE - [SREC], COIMBATORE","COIMBATORE, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/6595_CETP_New.jpg?tr=w-305,h-145,c-force","COLLEGE OF TECHNOLOGY, GB PANT UNIVERSITY OF AGRICULTURE & TECHNOLOGY, PANTNAGAR","PANTNAGAR, UTTARAKHAND",6.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/7153_cover3.jpg?tr=w-305,h-145,c-force","INSTITUTE OF AERONAUTICAL ENGINEERING - [IARE], HYDERABAD","HYDERABAD, TELANGANA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/16101860942774771120230559579702507779083635410428712o.png?tr=w-305,h-145,c-force","NITTE MEENAKSHI INSTITUTE OF TECHNOLOGY - [NMIT], BANGALORE","BANGALORE, KARNATAKA",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/55671_buildingmmn,..png?tr=w-305,h-145,c-force","RAJALAKSHMI ENGINEERING COLLEGE - [REC], CHENNAI","CHENNAI, TAMIL NADU",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15281_SVCE_NEW.jpg?tr=w-305,h-145,c-force","SRI VENKATESWARA COLLEGE OF ENGINEERING - [SVCE], SRIPERUMBUDUR","SRIPERUMBUDUR, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25500_MSU_New.jpg?tr=w-305,h-145,c-force","FACULTY OF TECHNOLOGY AND ENGINEERING, MAHARAJA SAYAJIRAO UNIVERSITY OF BARODA, BARODA","BARODA, GUJARAT",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1607877704Cover.jpeg?tr=w-305,h-145,c-force","PES UNIVERSITY - [PESU], BANGALORE","BANGALORE, KARNATAKA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1488795790e12.jpg?tr=w-305,h-145,c-force","HERITAGE INSTITUTE OF TECHNOLOGY - [HIT], KOLKATA","KOLKATA, WEST BENGAL",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15223_sri1].jpg?tr=w-305,h-145,c-force","SRI KRISHNA COLLEGE OF TECHNOLOGY - [SKCT], COIMBATORE","COIMBATORE, TAMIL NADU",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/24315_PSNACET_APP.jpg?tr=w-305,h-145,c-force","PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY, DINDIGUL","DINDIGUL, TAMIL NADU",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1599304058phocathumblRAAM8058.jpg?tr=w-305,h-145,c-force","BV RAJU INSTITUTE OF TECHNOLOGY - [BVRIT], HYDERABAD","HYDERABAD, TELANGANA",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25545_YMCA_New.jpg?tr=w-305,h-145,c-force","J.C. BOSE UNIVERSITY OF SCIENCE AND TECHNOLOGY, FARIDABAD","FARIDABAD, HARYANA",7.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25997_contactus.jpg?tr=w-305,h-145,c-force","UNIVERSITY OF PETROLEUM AND ENERGY STUDIES - [UPES], DEHRADUN","DEHRADUN, UTTARAKHAND",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28221_NITM_NEW.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], IMPHAL","IMPHAL, MANIPUR",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1582961645Cover.jpg?tr=w-305,h-145,c-force","VARDHAMAN COLLEGE OF ENGINEERING - [VCE], HYDERABAD","HYDERABAD, TELANGANA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1485866073b3.jpg?tr=w-305,h-145,c-force","BMS INSTITUTE OF TECHNOLOGY AND MANAGEMENT - [BMSIT], BANGALORE","BANGALORE, KARNATAKA",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1485925745D1.jpg?tr=w-305,h-145,c-force","B. N. M. INSTITUTE OF TECHNOLOGY - [BNMIT], BANGALORE","BANGALORE, KARNATAKA",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/12953_BVBCT_NEW.jpg?tr=w-305,h-145,c-force","KLE TECHNOLOGICAL UNIVERSITY, HUBLI","HUBLI, KARNATAKA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14660_RMKEC_New.jpg?tr=w-305,h-145,c-force","RMK ENGINEERING COLLEGE - [RMKEC], THIRUVALLUR","THIRUVALLUR, TAMIL NADU",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1515151386WalchandCollegeofEngineeringWCE.jpg?tr=w-305,h-145,c-force","WALCHAND COLLEGE OF ENGINEERING - [WCE], SANGLI","SANGLI, MAHARASHTRA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1518500807mitbuilding6.jpg?tr=w-305,h-145,c-force","MIT WORLD PEACE UNIVERSITY - [MITWPU], PUNE","PUNE, MAHARASHTRA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28914_1451278229_Ox6gXWb3IdA0voUocglF.jpg?tr=w-305,h-145,c-force","VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY - [VIIT], PUNE","PUNE, MAHARASHTRA",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/26028_WBUT_APP.jpg?tr=w-305,h-145,c-force","MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY - [MAKAUT], KOLKATA","KOLKATA, WEST BENGAL",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13149_CSVR_New.jpg?tr=w-305,h-145,c-force","ANURAG UNIVERSITY, HYDERABAD","HYDERABAD, TELANGANA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1486213969B1.jpg?tr=w-305,h-145,c-force","DR. AMBEDKAR INSTITUTE OF TECHNOLOGY - [AIT], BANGALORE","BANGALORE, KARNATAKA",7.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1491645668cvr.png?tr=w-305,h-145,c-force","INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN -[IGDTUW], NEW DELHI","NEW DELHI, DELHI NCR",7.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1595308711Cover.jpg?tr=w-305,h-145,c-force","NARULA INSTITUTE OF TECHNOLOGY - [NIT AGARPARA], KOLKATA","KOLKATA, WEST BENGAL",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14440_NEC_New.jpg?tr=w-305,h-145,c-force","NATIONAL ENGINEERING COLLEGE - [NEC], THOOTHUKKUDI","THOOTHUKKUDI, TAMIL NADU",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14554_PESCE_APP.jpg?tr=w-305,h-145,c-force","PES COLLEGE OF ENGINEERING - [PESCE], MANDYA","MANDYA, KARNATAKA",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28945_FET.jpg?tr=w-305,h-145,c-force","MANAV RACHNA INTERNATIONAL INSTITUTE OF RESEARCH AND STUDIES, FACULTY OF ENGINEERING AND TECHNOLOGY - [MRIIRSFET], FARIDABAD","FARIDABAD, HARYANA",7.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15198_SREE2.jpg?tr=w-305,h-145,c-force","SREE VIDYANIKETHAN ENGINEERING COLLEGE - [SVEC], TIRUPATI","TIRUPATI, ANDHRA PRADESH",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/24580_cover.jpg?tr=w-305,h-145,c-force","VASAVI COLLEGE OF ENGINEERING - [VCE], HYDERABAD","HYDERABAD, TELANGANA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1521806486aboutoverview.jpg?tr=w-305,h-145,c-force","CMR INSTITUTE OF TECHNOLOGY - [CMRIT], BANGALORE","BANGALORE, KARNATAKA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13480_GPREC_New.jpg?tr=w-305,h-145,c-force","G. PULLA REDDY ENGINEERING COLLEGE - [GPREC], KURNOOL","KURNOOL, ANDHRA PRADESH",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1488782357f4.jpg?tr=w-305,h-145,c-force","HALDIA INSTITUTE OF TECHNOLOGY - [HIT], HALDIA","HALDIA, WEST BENGAL",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15466_NIE_New.jpg?tr=w-305,h-145,c-force","THE NATIONAL INSTITUTE OF ENGINEERING - [NIE], MYSORE","MYSORE, KARNATAKA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25388_5.jpg?tr=w-305,h-145,c-force","NORTH EASTERN REGIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY - [NERIST], ITANAGAR","ITANAGAR, ARUNACHAL PRADESH",7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1515406387cvrimagenew1.png?tr=w-305,h-145,c-force","VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE - [VRSEC], VIJAYAWADA","VIJAYAWADA, ANDHRA PRADESH",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14751_RAIT.jpg?tr=w-305,h-145,c-force","RAMRAO ADIK INSTITUTE OF TECHNOLOGY - [RAIT], NAVI MUMBAI","NAVI MUMBAI, MAHARASHTRA",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15286_sri1.jpg?tr=w-305,h-145,c-force","SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY - [SVCET], CHITTOOR","CHITTOOR, ANDHRA PRADESH",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14946_1443869268SPCE_New.jpg?tr=w-305,h-145,c-force","SARDAR PATEL COLLEGE OF ENGINEERING - [SPCE], MUMBAI","MUMBAI, MAHARASHTRA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13393_MCET_APP.jpg?tr=w-305,h-145,c-force","DR. MAHALINGAM COLLEGE OF ENGINEERING & TECHNOLOGY - [MCET], POLLACHI","POLLACHI, TAMIL NADU",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13570_1443598298GRIET_New.jpg?tr=w-305,h-145,c-force","GOKARAJU RANGARAJU INSTITUTE OF ENGINEERING AND TECHNOLOGY [GRIET], HYDERABAD","HYDERABAD, TELANGANA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1592984683Cover.jpg?tr=w-305,h-145,c-force","K. J. SOMAIYA COLLEGE OF ENGINEERING - [KJSCE], MUMBAI","MUMBAI, MAHARASHTRA",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13955_1443857085KITSW_New.jpg?tr=w-305,h-145,c-force","KAKATIYA INSTITUTE OF TECHNOLOGY & SCIENCE - [KITSW], WARANGAL","WARANGAL, TELANGANA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1596608177Cover.jpg?tr=w-305,h-145,c-force","SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN - [SVECW], BHIMAVARAM","BHIMAVARAM, ANDHRA PRADESH",8.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1519368715AdminPic.jpg?tr=w-305,h-145,c-force","ALLIANCE COLLEGE OF ENGINEERING AND DESIGN, BANGALORE","BANGALORE, KARNATAKA",7.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1583496009frontelevation2.jpg?tr=w-305,h-145,c-force","SAVEETHA SCHOOL OF ENGINEERING - [SSE], CHENNAI","CHENNAI, TAMIL NADU",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/57701_7jj.jpg?tr=w-305,h-145,c-force","JNTUA COLLEGE OF ENGINEERING, ANANTHAPUR","ANANTHAPUR, ANDHRA PRADESH",7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14564_PCCE_New.jpg?tr=w-305,h-145,c-force","PIMPRI CHINCHWAD COLLEGE OF ENGINEERING - [PCCOE], PUNE","PUNE, MAHARASHTRA",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1486034487A1.png?tr=w-305,h-145,c-force","BASAVESHWAR ENGINEERING COLLEGE - [BEC], BAGALKOT","BAGALKOT, KARNATAKA",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13284_CCEW_New.jpg?tr=w-305,h-145,c-force","MKSSS'S CUMMINS COLLEGE OF ENGINEERING FOR WOMEN, PUNE","PUNE, MAHARASHTRA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15644705771415625792h1.jpg?tr=w-305,h-145,c-force","DWARKADAS J SANGHVI COLLEGE OF ENGINEERING - [DJSCE], MUMBAI","MUMBAI, MAHARASHTRA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15257_SSIT_APP.jpg?tr=w-305,h-145,c-force","SRI SAIRAM INSTITUTE OF TECHNOLOGY - [SSIT], CHENNAI","CHENNAI, TAMIL NADU",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1515145696cvrimgae.png?tr=w-305,h-145,c-force","DR. M.G.R. EDUCATIONAL AND RESEARCH INSTITUTE, CHENNAI","CHENNAI, TAMIL NADU",7.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28304_1444373910VTMT_NEW.jpg?tr=w-305,h-145,c-force","VEL TECH MULTI TECH DR. RANGARAJAN DR. SAKUNTHALA ENGINEERING COLLEGE, CHENNAI","CHENNAI, TAMIL NADU",6.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1515403016cvrimagenew1.png?tr=w-305,h-145,c-force","THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY - [TCET], MUMBAI","MUMBAI, MAHARASHTRA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1560245635visionbanner.jpg?tr=w-305,h-145,c-force","SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE - [SRKR ], BHIMAVARAM","BHIMAVARAM, ANDHRA PRADESH",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13432_eas%20cover1.jpg?tr=w-305,h-145,c-force","EASWARI ENGINEERING COLLEGE - [EEC], CHENNAI","CHENNAI, TAMIL NADU",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/13545_Cover-vidya%20parisad.png?tr=w-305,h-145,c-force","GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING - [GVP], VISAKHAPATNAM","VISAKHAPATNAM, ANDHRA PRADESH",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/28199_IIIT.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN & MANUFACTURING - [IIITDM], CHENNAI","CHENNAI, TAMIL NADU",8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/_6.jpg?tr=w-305,h-145,c-force","DR. B R AMBEDKAR INSTITUTE OF TECHNOLOGY, PORT BLAIR","PORT BLAIR, ANDAMAN AND NICOBAR ISLANDS","₹ 4,780"
"https://images.static-collegedunia.com/public/college_data/images/appImage/13008_BTC_App.jpg?tr=w-305,h-145,c-force","BASELIOS THOMAS I CATHOLICOSE COLLEGE OF ENGINEERING AND TECHNOLOGY - [BTC], ERNAKULAM","ERNAKULAM, KERALA",7.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25896_SRM_APP.jpg?tr=w-305,h-145,c-force","SRM INSTITUTE OF TECHNOLOGY - [SRM IST], KANCHIPURAM","KANCHIPURAM, TAMIL NADU",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1505110380ccaaaaaaaaaaaaaaaaaammmmmmmmmmmm.jpg?tr=w-305,h-145,c-force","CHRIST UNIVERSITY, BANGALORE","BANGALORE, KARNATAKA",8.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1581060040navimumbai6.jpg?tr=w-305,h-145,c-force","SVKM'S NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES - [NMIMS UNIVERSITY], NAVI MUMBAI","NAVI MUMBAI, MAHARASHTRA",8.2 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/15046162221447678844BPUTNEW.jpg?tr=w-305,h-145,c-force","BIJU PATNAIK UNIVERSITY OF TECHNOLOGY - [BPUT], ROURKELA","ROURKELA, ORISSA",5.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1496464164Sharda800x414.jpg?tr=w-305,h-145,c-force","SHARDA UNIVERSITY - [SU], GREATER NOIDA","GREATER NOIDA, UTTAR PRADESH",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1578118393jgi.jpg?tr=w-305,h-145,c-force","JAIN UNIVERSITY - [JU], BANGALORE","BANGALORE, KARNATAKA",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1562240371cover.jpg?tr=w-305,h-145,c-force","INDIAN INSTITUTE OF SCIENCE - [IISC], BANGALORE","BANGALORE, KARNATAKA",9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1590690960Cover.jpeg?tr=w-305,h-145,c-force","GALGOTIAS UNIVERSITY - [GU], GREATER NOIDA","GREATER NOIDA, UTTAR PRADESH",7.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25503_nirmauniversity-campus-admissions-2016-1.jpg?tr=w-305,h-145,c-force","NIRMA UNIVERSITY - [NU], AHMEDABAD","AHMEDABAD, GUJARAT",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25638_CUSAT_NEW.jpg?tr=w-305,h-145,c-force","COCHIN UNIVERSITY OF SCIENCE AND TECHNOLOGY - [CUSAT], KOCHI","KOCHI, KERALA",7.8 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/54859_Reva.jpg?tr=w-305,h-145,c-force","REVA UNIVERSITY, BANGALORE","BANGALORE, KARNATAKA",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1513063765nvdckjhsbdk.png?tr=w-305,h-145,c-force","BENNETT UNIVERSITY, GREATER NOIDA","GREATER NOIDA, UTTAR PRADESH",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1594119075Web2020Head60.jpg?tr=w-305,h-145,c-force","CHITKARA UNIVERSITY - [CU], PATIALA","PATIALA, PUNJAB",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25846_cbgvjkhb.jpg?tr=w-305,h-145,c-force","SINGHANIA UNIVERSITY, JHUNJHUNU","JHUNJHUNU, RAJASTHAN",7.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/14479_NSIT_New.jpg?tr=w-305,h-145,c-force","NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY - [NSUT], NEW DELHI","NEW DELHI, DELHI NCR",7.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25973_146098797320140803_124943.jpg?tr=w-305,h-145,c-force","SHIV NADAR UNIVERSITY - [SNU], GREATER NOIDA","GREATER NOIDA, UTTAR PRADESH",8.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25819_Jaipuruni_New.jpg?tr=w-305,h-145,c-force","JAIPUR NATIONAL UNIVERSITY - [JNU], JAIPUR","JAIPUR, RAJASTHAN",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25829_original.jpg?tr=w-305,h-145,c-force","MANIPAL UNIVERSITY - [MUJ], JAIPUR","JAIPUR, RAJASTHAN",8.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1581488380integaluniversity.jpg?tr=w-305,h-145,c-force","INTEGRAL UNIVERSITY, LUCKNOW","LUCKNOW, UTTAR PRADESH",7.4 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1508840432cvr.png?tr=w-305,h-145,c-force","JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY - [JNTU], ANANTHAPUR","ANANTHAPUR, ANDHRA PRADESH",7.3 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/_1%20Entrance.jpg?tr=w-305,h-145,c-force","VIT UNIVERSITY - [VIT], CHENNAI","CHENNAI, TAMIL NADU",8.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1531822832AppNew.jpg?tr=w-305,h-145,c-force","K L UNIVERSITY - [KLH], HYDERABAD","HYDERABAD, TELANGANA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25536_int.jpg?tr=w-305,h-145,c-force","MANAV RACHNA INTERNATIONAL INSTITUTE OF RESEARCH AND STUDIES - [MRIIRS], FARIDABAD","FARIDABAD, HARYANA",7.5 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1557808859universitypicture1.jpg?tr=w-305,h-145,c-force","AMITY UNIVERSITY, KOLKATA","KOLKATA, WEST BENGAL",8.1 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1491645427NITa.jpg?tr=w-305,h-145,c-force","NATIONAL INSTITUTE OF TECHNOLOGY - [NIT], NEW DELHI","NEW DELHI, DELHI NCR",6.7 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/25504_cover.png?tr=w-305,h-145,c-force","PANDIT DEENDAYAL PETROLEUM UNIVERSITY - [PDPU], GANDHI NAGAR","GANDHI NAGAR, GUJARAT",8.6 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1519368529AdminPic.jpg?tr=w-305,h-145,c-force","ALLIANCE UNIVERSITY, BANGALORE","BANGALORE, KARNATAKA",7.9 / 10
"https://images.static-collegedunia.com/public/college_data/images/appImage/1585993098SAG0324.png?tr=w-305,h-145,c-force","PANDIT DEENDAYAL PETROLEUM UNIVERSITY, SCHOOL OF TECHNOLOGY - [PDPU SOT], GANDHI NAGAR","GANDHI NAGAR, GUJARAT",8.6 / 10
